tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,bike_route_order
363,13:40.4,19:44.0,3641,Broadway & W 25 St,40.74286877,-73.98918629,476,E 31 St & 3 Ave,40.74394314,-73.97966069,40774,Subscriber,1988,1,30
589,31:11.4,41:01.4,476,E 31 St & 3 Ave,40.74394314,-73.97966069,2003,1 Ave & E 18 St,40.73381219,-73.98054421,40774,Subscriber,1963,2,31
252,15:17.5,19:29.5,2003,1 Ave & E 18 St,40.73381219,-73.98054421,507,E 25 St & 2 Ave,40.73912601,-73.97973776,40774,Subscriber,1991,1,32
508,22:46.2,31:14.8,507,E 25 St & 2 Ave,40.73912601,-73.97973776,301,E 2 St & Avenue B,40.72217444,-73.98368779,40774,Subscriber,1992,1,33
1165,59:42.5,19:08.0,301,E 2 St & Avenue B,40.72217444,-73.98368779,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999999,40774,Subscriber,1994,1,34
1244,50:59.6,11:43.8,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999999,497,E 17 St & Broadway,40.73704984,-73.99009296,40774,Subscriber,1988,1,35
808,18:33.8,32:02.3,497,E 17 St & Broadway,40.73704984,-73.99009296,349,Rivington St & Ridge St,40.71850211,-73.98329859,40774,Subscriber,1993,1,36
794,33:15.5,46:29.8,349,Rivington St & Ridge St,40.71850211,-73.98329859,497,E 17 St & Broadway,40.73704984,-73.99009296,40774,Subscriber,1993,1,37
155,15:13.4,17:49.1,497,E 17 St & Broadway,40.73704984,-73.99009296,3244,University Pl & E 8 St,40.73143724,-73.99490342,40774,Subscriber,1994,2,38
191,33:24.1,36:36.0,3244,University Pl & E 8 St,40.73143724,-73.99490342,3708,W 13 St & 5 Ave,40.735445,-73.99431,40774,Subscriber,1979,1,39
426,19:04.0,26:10.8,3708,W 13 St & 5 Ave,40.735445,-73.99431,128,MacDougal St & Prince St,40.72710258,-74.00297088,40774,Subscriber,1981,2,40
367,46:01.8,52:09.0,128,MacDougal St & Prince St,40.72710258,-74.00297088,229,Great Jones St,40.72743423,-73.99379025,40774,Subscriber,1996,1,41
275,19:18.5,23:53.8,229,Great Jones St,40.72743423,-73.99379025,368,Carmine St & 6 Ave,40.73038599,-74.00214988,40774,Subscriber,1983,1,42
656,44:37.1,55:33.3,368,Carmine St & 6 Ave,40.73038599,-74.00214988,426,West St & Chambers St,40.71754834,-74.01322069,40774,Subscriber,1976,1,43
902,08:42.1,23:44.8,426,West St & Chambers St,40.71754834,-74.01322069,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,40774,Subscriber,1988,2,44
367,18:45.5,24:52.6,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,446,W 24 St & 7 Ave,40.74487634,-73.99529885,40774,Subscriber,1983,1,45
541,32:54.9,41:56.6,446,W 24 St & 7 Ave,40.74487634,-73.99529885,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,40774,Subscriber,1980,1,46
822,23:35.7,37:17.8,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,477,W 41 St & 8 Ave,40.75640548,-73.9900262,40774,Subscriber,1992,1,47
249,00:42.8,04:52.5,477,W 41 St & 8 Ave,40.75640548,-73.9900262,447,8 Ave & W 52 St,40.76370739,-73.9851615,40774,Subscriber,1992,2,48
1593,42:02.2,08:35.7,447,8 Ave & W 52 St,40.76370739,-73.9851615,3543,Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,40774,Subscriber,1955,1,49
573,48:10.1,57:43.3,3543,Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,40774,Subscriber,1985,2,50
2669,20:16.3,04:45.6,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,426,West St & Chambers St,40.71754834,-74.01322069,40774,Subscriber,1968,1,51
1305,06:27.0,28:13.0,426,West St & Chambers St,40.71754834,-74.01322069,466,W 25 St & 6 Ave,40.74395411,-73.99144871,40774,Subscriber,1990,1,52
408,31:19.0,38:07.2,466,W 25 St & 6 Ave,40.74395411,-73.99144871,3712,W 35 St & Dyer Ave,40.75469175,-73.99740189,40774,Subscriber,1989,2,53
761,29:55.0,42:36.2,3712,W 35 St & Dyer Ave,40.75469175,-73.99740189,517,Pershing Square South,40.751581,-73.97791,40774,Subscriber,1970,1,54
1098,43:10.7,01:28.9,517,Pershing Square South,40.751581,-73.97791,247,Perry St & Bleecker St,40.73535398,-74.00483091,40774,Subscriber,1988,2,55
2163,06:27.6,42:30.8,247,Perry St & Bleecker St,40.73535398,-74.00483091,3156,E 72 St & York Ave,40.76663814,-73.95348296,40774,Subscriber,1968,1,56
759,46:38.2,59:17.5,3156,E 72 St & York Ave,40.76663814,-73.95348296,520,W 52 St & 5 Ave,40.75992262,-73.97648516,40774,Subscriber,1953,1,57
690,08:54.0,20:25.0,520,W 52 St & 5 Ave,40.75992262,-73.97648516,533,Broadway & W 38 St,40.75299641,-73.98721619,40774,Subscriber,1987,2,58
1554,10:24.1,36:19.1,533,Broadway & W 38 St,40.75299641,-73.98721619,146,Hudson St & Reade St,40.71625008,-74.0091059,40774,Subscriber,1995,2,59
794,15:21.3,28:35.9,146,Hudson St & Reade St,40.71625008,-74.0091059,403,E 2 St & 2 Ave,40.72502876,-73.99069656,40774,Subscriber,1959,2,60
314,56:46.2,02:00.9,403,E 2 St & 2 Ave,40.72502876,-73.99069656,393,E 5 St & Avenue C,40.72299208,-73.97995466,40774,Subscriber,1985,2,61
451,09:07.7,16:39.1,393,E 5 St & Avenue C,40.72299208,-73.97995466,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,40774,Subscriber,1998,1,62
306,51:10.5,56:17.5,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,303,Mercer St & Spring St,40.72362738,-73.99949601,40774,Subscriber,1994,1,63
499,40:03.6,48:22.7,303,Mercer St & Spring St,40.72362738,-73.99949601,412,Forsyth St & Canal St,40.715815500000005,-73.99422366,40774,Subscriber,1988,2,64
569,13:30.7,22:59.9,412,Forsyth St & Canal St,40.715815500000005,-73.99422366,504,1 Ave & E 16 St,40.73221853,-73.98165557,40774,Subscriber,1998,1,65
1246,18:40.5,39:26.5,504,1 Ave & E 16 St,40.73221853,-73.98165557,388,W 26 St & 10 Ave,40.74971775,-74.00295035,40774,Subscriber,1997,2,66
1166,05:41.9,25:08.0,388,W 26 St & 10 Ave,40.74971775,-74.00295035,3656,E 2 St & Avenue A,40.72307749,-73.98583621,40774,Subscriber,1994,1,67
852,08:09.8,22:22.5,3656,E 2 St & Avenue A,40.72307749,-73.98583621,501,FDR Drive & E 35 St,40.744219,-73.97121214,40774,Subscriber,1980,1,68
446,45:11.0,52:37.2,501,FDR Drive & E 35 St,40.744219,-73.97121214,519,Pershing Square North,40.751872999999996,-73.97770600000001,40774,Subscriber,1960,1,69
1174,09:54.3,29:29.2,519,Pershing Square North,40.751872999999996,-73.97770600000001,361,Allen St & Hester St,40.71605866,-73.99190759,40774,Subscriber,1998,1,70
319,18:24.9,23:44.3,361,Allen St & Hester St,40.71605866,-73.99190759,3786,Division St & Bowery,40.714193,-73.996732,40774,Customer,1969,0,71
670,04:24.1,15:34.1,3786,Division St & Bowery,40.714193,-73.996732,251,Mott St & Prince St,40.72317958,-73.99480012,40774,Subscriber,1995,1,72
384,22:01.5,28:26.4,251,Mott St & Prince St,40.72317958,-73.99480012,361,Allen St & Hester St,40.71605866,-73.99190759,40774,Subscriber,1982,2,73
863,00:40.7,15:04.2,361,Allen St & Hester St,40.71605866,-73.99190759,229,Great Jones St,40.72743423,-73.99379025,40774,Subscriber,1986,2,74
263,56:01.8,00:25.4,229,Great Jones St,40.72743423,-73.99379025,128,MacDougal St & Prince St,40.72710258,-74.00297088,40774,Subscriber,1976,1,75
639,13:26.5,24:06.2,128,MacDougal St & Prince St,40.72710258,-74.00297088,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,40774,Subscriber,1976,1,76
539,51:46.6,00:45.8,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,346,Bank St & Hudson St,40.73652889,-74.00618026,40774,Subscriber,1968,1,77
524,36:19.9,45:04.6,346,Bank St & Hudson St,40.73652889,-74.00618026,3259,9 Ave & W 28 St,40.74937024,-73.99923384,40774,Subscriber,1988,1,78
1730,16:31.3,45:22.3,3259,9 Ave & W 28 St,40.74937024,-73.99923384,3323,W 106 St & Central Park West,40.798185600000004,-73.96059090000001,40774,Subscriber,1964,1,79
1140,35:55.4,54:55.6,3323,W 106 St & Central Park West,40.798185600000004,-73.96059090000001,499,Broadway & W 60 St,40.76915505,-73.98191841,40774,Subscriber,1984,1,80
1072,03:51.6,21:44.3,499,Broadway & W 60 St,40.76915505,-73.98191841,285,Broadway & E 14 St,40.73454567,-73.99074142,40774,Subscriber,1999,1,81
947,21:58.3,37:45.7,285,Broadway & E 14 St,40.73454567,-73.99074142,427,Bus Slip & State St,40.701907,-74.013942,40774,Subscriber,1999,1,82
2223,31:45.4,08:49.3,427,Bus Slip & State St,40.701907,-74.013942,515,W 43 St & 10 Ave,40.76009437,-73.99461843,40774,Subscriber,1995,2,83
507,13:05.6,21:33.3,515,W 43 St & 10 Ave,40.76009437,-73.99461843,519,Pershing Square North,40.751872999999996,-73.97770600000001,40774,Customer,1969,0,84
653,26:18.0,37:11.8,519,Pershing Square North,40.751872999999996,-73.97770600000001,503,E 20 St & Park Ave,40.73827428,-73.98751968,40774,Subscriber,1967,1,85
910,25:08.0,40:18.1,503,E 20 St & Park Ave,40.73827428,-73.98751968,462,W 22 St & 10 Ave,40.74691959,-74.00451887,40774,Subscriber,1991,1,86
402,48:38.8,55:21.2,462,W 22 St & 10 Ave,40.74691959,-74.00451887,435,W 21 St & 6 Ave,40.74173969,-73.99415556,40774,Subscriber,1970,2,87
470,00:37.0,08:27.8,435,W 21 St & 6 Ave,40.74173969,-73.99415556,3799,6 Ave & W 34 St,40.74964,-73.98805,40774,Customer,1969,0,88
162,19:12.7,21:55.6,3799,6 Ave & W 34 St,40.74964,-73.98805,486,Broadway & W 29 St,40.7462009,-73.98855723,40774,Subscriber,1984,1,89
201,49:28.7,52:50.5,486,Broadway & W 29 St,40.7462009,-73.98855723,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,40774,Subscriber,1960,1,90
2675,54:27.6,39:02.6,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,477,W 41 St & 8 Ave,40.75640548,-73.9900262,40774,Customer,2000,2,91
463,19:15.9,26:59.7,477,W 41 St & 8 Ave,40.75640548,-73.9900262,520,W 52 St & 5 Ave,40.75992262,-73.97648516,40774,Subscriber,1978,1,92
781,08:49.7,21:50.8,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,173,Broadway & W 49 St,40.76068327,-73.98452729,40774,Subscriber,1979,2,93
1475,38:22.5,02:58.2,173,Broadway & W 49 St,40.76068327,-73.98452729,173,Broadway & W 49 St,40.76068327,-73.98452729,40774,Subscriber,1979,1,94
579,43:12.6,52:52.3,173,Broadway & W 49 St,40.76068327,-73.98452729,3159,W 67 St & Broadway,40.77492513,-73.98266566,40774,Subscriber,1975,1,95
947,55:33.6,11:21.2,3159,W 67 St & Broadway,40.77492513,-73.98266566,465,Broadway & W 41 St,40.75513557,-73.98658032,40774,Subscriber,1968,2,96
540,15:53.3,24:54.1,465,Broadway & W 41 St,40.75513557,-73.98658032,480,W 53 St & 10 Ave,40.76669671,-73.99061728,40774,Subscriber,1976,1,97
2338,34:19.1,13:17.4,480,W 53 St & 10 Ave,40.76669671,-73.99061728,261,Johnson St & Gold St,40.69474881,-73.98362464,40774,Subscriber,1973,1,98
325,34:00.6,39:26.4,261,Johnson St & Gold St,40.69474881,-73.98362464,3674,Jay St & York St,40.70140317,-73.9867267,40774,Subscriber,1987,2,99
2306,46:20.2,24:46.6,3674,Jay St & York St,40.70140317,-73.9867267,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,40774,Subscriber,1994,2,100
698,25:02.1,36:40.6,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,40774,Subscriber,1994,2,101
1410,58:33.9,22:04.7,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,167,E 39 St & 3 Ave,40.7489006,-73.97604882,40774,Subscriber,1978,2,102
372,29:16.5,35:29.4,167,E 39 St & 3 Ave,40.7489006,-73.97604882,305,E 58 St & 3 Ave,40.76095756,-73.96724467,40774,Subscriber,1992,1,103
486,35:52.1,43:58.4,305,E 58 St & 3 Ave,40.76095756,-73.96724467,519,Pershing Square North,40.751872999999996,-73.97770600000001,40774,Subscriber,1991,1,104
554,14:07.6,23:21.9,519,Pershing Square North,40.751872999999996,-73.97770600000001,3809,W 55 St & 6 Ave,40.763189000000004,-73.978434,40774,Subscriber,1988,1,105
804,05:57.5,19:21.6,3809,W 55 St & 6 Ave,40.763189000000004,-73.978434,3144,E 81 St & Park Ave,40.77677702,-73.95900970000001,40774,Subscriber,1971,1,106
340,02:09.9,07:50.4,3144,E 81 St & Park Ave,40.77677702,-73.95900970000001,3150,E 85 St & York Ave,40.77536905,-73.94803392,40774,Subscriber,1973,1,107
899,18:50.7,33:50.4,3150,E 85 St & York Ave,40.77536905,-73.94803392,3363,E 102 St & Park Ave,40.7904828,-73.95033068,40774,Subscriber,1966,1,108
1099,00:33.7,18:52.9,3363,E 102 St & Park Ave,40.7904828,-73.95033068,3725,2 Ave & E 72 St,40.76876203,-73.95840794,40774,Subscriber,1982,1,109
820,43:06.4,56:46.8,3725,2 Ave & E 72 St,40.76876203,-73.95840794,3814,E 56 St & Madison Ave,40.761573,-73.972628,40774,Subscriber,1969,1,110
551,11:28.5,20:39.6,3814,E 56 St & Madison Ave,40.761573,-73.972628,477,W 41 St & 8 Ave,40.75640548,-73.9900262,40774,Subscriber,1963,1,111
441,48:01.3,55:22.4,477,W 41 St & 8 Ave,40.75640548,-73.9900262,359,E 47 St & Park Ave,40.75510267,-73.97498696,40774,Subscriber,1982,1,112
633,06:52.5,17:25.9,359,E 47 St & Park Ave,40.75510267,-73.97498696,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,40774,Subscriber,1980,1,113
911,09:30.0,24:41.6,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,332,Cherry St,40.71219906,-73.97948148,40774,Subscriber,1958,1,114
545,01:29.2,10:35.0,332,Cherry St,40.71219906,-73.97948148,279,Peck Slip & Front St,40.707873,-74.00166999999999,40774,Subscriber,1987,1,115
1356,54:32.6,17:09.5,279,Peck Slip & Front St,40.707873,-74.00166999999999,445,E 10 St & Avenue A,40.72740794,-73.98142006,40774,Subscriber,1968,2,116
1230,55:54.0,16:24.4,445,E 10 St & Avenue A,40.72740794,-73.98142006,319,Fulton St & Broadway,40.711065999999995,-74.009447,40774,Subscriber,1988,2,117
2413,49:44.3,29:58.3,319,Fulton St & Broadway,40.711065999999995,-74.009447,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,40774,Subscriber,1970,1,118
1312,51:42.3,13:34.4,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,3308,Kane St & Clinton St,40.686175799999994,-73.99645295,40774,Subscriber,1989,1,119
1794,28:07.7,58:02.2,3308,Kane St & Clinton St,40.686175799999994,-73.99645295,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,40774,Subscriber,1972,1,120
1943,41:06.3,13:29.9,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,3565,36 Ave & 10 St,40.7614376,-73.9411265,40774,Subscriber,1982,1,121
430,55:47.5,02:57.8,3565,36 Ave & 10 St,40.7614376,-73.9411265,3575,Crescent St & 34 Ave,40.76108,-73.930562,40774,Subscriber,1987,1,122
507,08:11.5,16:39.4,3575,Crescent St & 34 Ave,40.76108,-73.930562,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,40774,Subscriber,1973,2,123
1278,49:31.1,10:49.8,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,3857,Engert Ave & McGuinness Blvd,40.721579999999996,-73.94546,40774,Subscriber,1982,1,124
222,02:53.3,06:35.9,3857,Engert Ave & McGuinness Blvd,40.721579999999996,-73.94546,3086,Graham Ave & Conselyea St,40.715143,-73.944507,40774,Subscriber,1980,1,125
524,29:13.2,37:57.3,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,40774,Subscriber,1971,1,126
754,38:35.7,51:09.8,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,3100,Nassau Ave & Newell St,40.72481256,-73.94752622,40774,Subscriber,1972,1,127
374,37:51.2,44:05.7,3100,Nassau Ave & Newell St,40.72481256,-73.94752622,3715,Driggs Ave & N 9 St,40.71816969,-73.95520136,40774,Subscriber,1985,2,128
596,19:03.7,28:59.8,3715,Driggs Ave & N 9 St,40.71816969,-73.95520136,3106,Driggs Ave & N Henry St,40.72325,-73.94308000000001,40774,Customer,1975,1,129
368,52:31.2,58:39.5,3106,Driggs Ave & N Henry St,40.72325,-73.94308000000001,3088,Union Ave & Jackson St,40.7160751,-73.95202900000001,40774,Customer,1977,1,130
510,48:14.6,56:44.8,3088,Union Ave & Jackson St,40.7160751,-73.95202900000001,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,40774,Subscriber,1987,2,131
301,12:11.9,17:13.6,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,3469,India St & West St,40.73181402,-73.95995021,40774,Subscriber,1977,1,132
126,34:53.9,36:59.9,3469,India St & West St,40.73181402,-73.95995021,3115,India St & Manhattan Ave,40.73232194,-73.9550858,40774,Subscriber,1986,1,133
140,39:51.5,42:11.6,3115,India St & Manhattan Ave,40.73232194,-73.9550858,3469,India St & West St,40.73181402,-73.95995021,40774,Subscriber,1989,1,134
796,09:59.3,23:16.1,3469,India St & West St,40.73181402,-73.95995021,3469,India St & West St,40.73181402,-73.95995021,40774,Subscriber,1989,1,135
601,29:37.9,39:39.8,3469,India St & West St,40.73181402,-73.95995021,3102,Driggs Ave & Lorimer St,40.72179134,-73.95041540000001,40774,Subscriber,1974,1,136
409,15:40.6,22:30.4,3102,Driggs Ave & Lorimer St,40.72179134,-73.95041540000001,3859,Lorimer St & Calyer St,40.72795,-73.95414,40774,Subscriber,1993,1,137
662,30:14.8,41:17.4,3859,Lorimer St & Calyer St,40.72795,-73.95414,3077,Stagg St & Union Ave,40.70877084,-73.95095259,40774,Subscriber,1987,2,138
1739,10:52.2,39:52.1,3077,Stagg St & Union Ave,40.70877084,-73.95095259,3440,Fulton St & Adams St,40.69241829,-73.98949474,40774,Subscriber,1987,2,139
2419,06:37.7,46:57.4,3440,Fulton St & Adams St,40.69241829,-73.98949474,519,Pershing Square North,40.751872999999996,-73.97770600000001,40774,Subscriber,1986,1,140
415,47:56.1,54:51.4,519,Pershing Square North,40.751872999999996,-73.97770600000001,546,E 30 St & Park Ave S,40.74444921,-73.98303529,40774,Subscriber,1968,1,141
975,15:51.4,32:07.0,546,E 30 St & Park Ave S,40.74444921,-73.98303529,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,40774,Subscriber,1985,2,142
703,01:49.1,13:32.8,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,293,Lafayette St & E 8 St,40.73020661,-73.99102628,40774,Subscriber,1995,1,143
714,24:24.4,36:19.2,293,Lafayette St & E 8 St,40.73020661,-73.99102628,461,E 20 St & 2 Ave,40.73587678,-73.98205027,40774,Subscriber,1989,1,144
514,47:09.7,55:44.4,461,E 20 St & 2 Ave,40.73587678,-73.98205027,501,FDR Drive & E 35 St,40.744219,-73.97121214,40774,Subscriber,1991,1,145
519,12:06.4,20:45.7,501,FDR Drive & E 35 St,40.744219,-73.97121214,505,6 Ave & W 33 St,40.74901271,-73.98848395,40774,Subscriber,1989,1,146
671,22:25.0,33:36.2,505,6 Ave & W 33 St,40.74901271,-73.98848395,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,40774,Subscriber,1988,1,147
1072,34:03.3,51:56.1,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,504,1 Ave & E 16 St,40.73221853,-73.98165557,40774,Subscriber,1993,1,148
965,54:49.0,10:54.1,504,1 Ave & E 16 St,40.73221853,-73.98165557,516,E 47 St & 1 Ave,40.75206862,-73.96784384,40774,Subscriber,1982,2,149
1030,40:22.4,57:32.9,516,E 47 St & 1 Ave,40.75206862,-73.96784384,497,E 17 St & Broadway,40.73704984,-73.99009296,40774,Subscriber,1991,2,150
422,24:59.7,32:01.8,497,E 17 St & Broadway,40.73704984,-73.99009296,2003,1 Ave & E 18 St,40.73381219,-73.98054421,40774,Subscriber,1959,1,151
483,56:11.9,04:15.0,2003,1 Ave & E 18 St,40.73381219,-73.98054421,254,W 11 St & 6 Ave,40.73532427,-73.99800419,40774,Subscriber,1978,1,152
469,04:34.3,12:24.3,254,W 11 St & 6 Ave,40.73532427,-73.99800419,446,W 24 St & 7 Ave,40.74487634,-73.99529885,40774,Subscriber,1991,1,153
172,17:41.8,20:34.1,446,W 24 St & 7 Ave,40.74487634,-73.99529885,379,W 31 St & 7 Ave,40.749156,-73.9916,40774,Subscriber,1976,1,154
183,49:27.2,52:30.8,379,W 31 St & 7 Ave,40.749156,-73.9916,474,5 Ave & E 29 St,40.7451677,-73.98683077,40774,Subscriber,1997,1,155
441,26:47.2,34:08.6,474,5 Ave & E 29 St,40.7451677,-73.98683077,470,W 20 St & 8 Ave,40.74345335,-74.00004031,40774,Subscriber,1986,1,156
1007,01:40.5,18:27.5,470,W 20 St & 8 Ave,40.74345335,-74.00004031,3712,W 35 St & Dyer Ave,40.75469175,-73.99740189,40774,Subscriber,1977,1,157
920,07:17.3,22:37.3,3712,W 35 St & Dyer Ave,40.75469175,-73.99740189,468,Broadway & W 56 St,40.7652654,-73.98192338,40774,Subscriber,1969,2,158
840,03:48.6,17:49.0,468,Broadway & W 56 St,40.7652654,-73.98192338,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,40774,Subscriber,1987,1,159
206,22:19.9,25:46.3,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,461,E 20 St & 2 Ave,40.73587678,-73.98205027,40774,Subscriber,1987,1,160
181,43:29.2,46:31.0,461,E 20 St & 2 Ave,40.73587678,-73.98205027,237,E 11 St & 2 Ave,40.73047309,-73.98672378,40774,Subscriber,1992,1,161
366,48:38.4,54:45.2,237,E 11 St & 2 Ave,40.73047309,-73.98672378,229,Great Jones St,40.72743423,-73.99379025,40774,Subscriber,1984,2,162
303,30:21.2,35:25.2,229,Great Jones St,40.72743423,-73.99379025,497,E 17 St & Broadway,40.73704984,-73.99009296,40774,Subscriber,1977,1,163
292,08:39.9,13:32.6,497,E 17 St & Broadway,40.73704984,-73.99009296,2003,1 Ave & E 18 St,40.73381219,-73.98054421,40774,Subscriber,1968,1,164
307,29:27.0,34:34.6,2003,1 Ave & E 18 St,40.73381219,-73.98054421,503,E 20 St & Park Ave,40.73827428,-73.98751968,40774,Subscriber,1984,1,165
165,04:08.3,06:54.1,503,E 20 St & Park Ave,40.73827428,-73.98751968,285,Broadway & E 14 St,40.73454567,-73.99074142,40774,Customer,1969,0,166
438,16:46.0,24:04.5,285,Broadway & E 14 St,40.73454567,-73.99074142,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,40774,Subscriber,1984,2,167
280,17:16.3,21:56.4,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,254,W 11 St & 6 Ave,40.73532427,-73.99800419,40774,Subscriber,1994,1,168
263,42:52.7,47:15.7,254,W 11 St & 6 Ave,40.73532427,-73.99800419,3812,University Pl & E 14 St,40.734814,-73.992085,40774,Subscriber,1985,1,169
295,25:27.9,30:23.0,3812,University Pl & E 14 St,40.734814,-73.992085,2003,1 Ave & E 18 St,40.73381219,-73.98054421,40774,Subscriber,1975,1,170
2481,00:33.0,41:54.9,2003,1 Ave & E 18 St,40.73381219,-73.98054421,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,40774,Subscriber,1993,1,171
715,54:55.9,06:51.8,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,514,12 Ave & W 40 St,40.76087502,-74.00277668,40774,Subscriber,1978,0,172
1010,28:49.9,45:40.0,514,12 Ave & W 40 St,40.76087502,-74.00277668,347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,40774,Subscriber,1995,1,173
771,09:20.9,22:12.9,347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,3641,Broadway & W 25 St,40.74286877,-73.98918629,40774,Subscriber,1952,1,174
326,04:56.9,10:23.4,3641,Broadway & W 25 St,40.74286877,-73.98918629,388,W 26 St & 10 Ave,40.74971775,-74.00295035,40774,Subscriber,1992,1,175
784,11:55.6,24:59.9,388,W 26 St & 10 Ave,40.74971775,-74.00295035,173,Broadway & W 49 St,40.76068327,-73.98452729,40774,Subscriber,1994,1,176
603,06:28.9,16:32.0,173,Broadway & W 49 St,40.76068327,-73.98452729,388,W 26 St & 10 Ave,40.74971775,-74.00295035,40774,Subscriber,1994,1,177
628,29:33.0,40:01.8,388,W 26 St & 10 Ave,40.74971775,-74.00295035,383,Greenwich Ave & Charles St,40.735238,-74.000271,40774,Subscriber,1976,1,178
568,22:08.8,31:37.0,458,11 Ave & W 27 St,40.751396,-74.00522600000001,466,W 25 St & 6 Ave,40.74395411,-73.99144871,40774,Subscriber,1989,2,179
762,56:30.5,09:13.3,466,W 25 St & 6 Ave,40.74395411,-73.99144871,293,Lafayette St & E 8 St,40.73020661,-73.99102628,40774,Subscriber,1995,2,180
405,30:26.1,37:12.0,293,Lafayette St & E 8 St,40.73020661,-73.99102628,358,Christopher St & Greenwich St,40.73291553,-74.00711384,40774,Subscriber,1984,1,181
415,41:25.1,48:20.9,358,Christopher St & Greenwich St,40.73291553,-74.00711384,426,West St & Chambers St,40.71754834,-74.01322069,40774,Subscriber,1994,1,182
498,11:29.8,19:48.0,247,Perry St & Bleecker St,40.73535398,-74.00483091,462,W 22 St & 10 Ave,40.74691959,-74.00451887,40130,Subscriber,1979,1,1
167,44:02.5,46:49.6,462,W 22 St & 10 Ave,40.74691959,-74.00451887,116,W 17 St & 8 Ave,40.74177603,-74.00149746,40130,Subscriber,1958,1,2
103,56:08.2,57:52.1,116,W 17 St & 8 Ave,40.74177603,-74.00149746,453,W 22 St & 8 Ave,40.74475148,-73.99915362,40130,Subscriber,1958,1,3
847,15:14.5,29:22.1,453,W 22 St & 8 Ave,40.74475148,-73.99915362,487,E 20 St & FDR Drive,40.73314259,-73.97573881,40130,Subscriber,1966,2,4
883,00:43.5,15:27.5,487,E 20 St & FDR Drive,40.73314259,-73.97573881,456,E 53 St & Madison Ave,40.75971079999999,-73.97402311,40130,Subscriber,1972,1,5
202,58:41.8,02:04.3,456,E 53 St & Madison Ave,40.75971079999999,-73.97402311,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,40130,Subscriber,1968,1,6
814,05:12.9,18:47.0,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,40130,Subscriber,1995,2,7
479,34:44.1,42:43.6,3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,3437,Riverside Dr & W 91 St,40.79313481,-73.97700369,40130,Subscriber,1970,1,8
1008,38:26.2,55:15.0,3437,Riverside Dr & W 91 St,40.79313481,-73.97700369,3134,3 Ave & E 62 St,40.76312584,-73.96526895,40130,Subscriber,1987,1,9
378,10:52.6,17:10.7,3134,3 Ave & E 62 St,40.76312584,-73.96526895,359,E 47 St & Park Ave,40.75510267,-73.97498696,40130,Subscriber,1990,1,10
