tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,bike_route_order
71,25:26.4,26:38.1,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,41931,Subscriber,1981,1,1
385,08:56.9,15:22.5,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,41931,Subscriber,1983,2,2
163,17:24.0,20:07.2,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,41931,Subscriber,1983,2,3
172,57:58.1,00:51.0,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,41931,Subscriber,1983,1,4
481,19:17.1,27:19.0,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,3414,Bergen St & Flatbush Ave,40.68094472,-73.97567332,41931,Subscriber,1978,2,5
1759,46:36.6,15:56.0,3414,Bergen St & Flatbush Ave,40.68094472,-73.97567332,496,E 16 St & 5 Ave,40.73726186,-73.99238967,41931,Subscriber,1986,1,6
723,06:33.9,18:37.0,496,E 16 St & 5 Ave,40.73726186,-73.99238967,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,41931,Subscriber,1990,1,7
639,29:06.8,39:46.2,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,393,E 5 St & Avenue C,40.72299208,-73.97995466,41931,Subscriber,1980,2,8
238,54:46.0,58:44.7,393,E 5 St & Avenue C,40.72299208,-73.97995466,410,Suffolk St & Stanton St,40.72066442,-73.98517977,41931,Subscriber,1994,1,9
232,35:55.7,39:48.0,410,Suffolk St & Stanton St,40.72066442,-73.98517977,531,Forsyth St & Broome St,40.71893904,-73.99266288,41931,Subscriber,1965,1,10
797,11:22.4,24:40.3,531,Forsyth St & Broome St,40.71893904,-73.99266288,507,E 25 St & 2 Ave,40.73912601,-73.97973776,41931,Subscriber,1992,1,11
305,47:20.8,52:26.4,507,E 25 St & 2 Ave,40.73912601,-73.97973776,402,Broadway & E 22 St,40.740343200000005,-73.98955109,41931,Subscriber,1986,1,12
483,06:43.9,14:47.1,402,Broadway & E 22 St,40.740343200000005,-73.98955109,494,W 26 St & 8 Ave,40.74734825,-73.99723551,41931,Subscriber,1983,1,13
827,10:26.3,24:13.3,494,W 26 St & 8 Ave,40.74734825,-73.99723551,508,W 46 St & 11 Ave,40.76341379,-73.99667444,41931,Subscriber,1961,1,14
1215,31:04.6,51:19.8,508,W 46 St & 11 Ave,40.76341379,-73.99667444,127,Barrow St & Hudson St,40.73172428,-74.00674436,41931,Subscriber,1976,2,15
779,56:02.3,09:01.7,127,Barrow St & Hudson St,40.73172428,-74.00674436,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,41931,Subscriber,1972,1,16
764,20:40.1,33:24.9,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,3467,W Broadway & Spring St,40.72494672,-74.00165856,41931,Subscriber,1974,1,17
538,01:46.3,10:44.4,3467,W Broadway & Spring St,40.72494672,-74.00165856,482,W 15 St & 7 Ave,40.73935542,-73.99931783,41931,Subscriber,1995,1,18
1017,10:53.3,27:50.4,482,W 15 St & 7 Ave,40.73935542,-73.99931783,195,Liberty St & Broadway,40.70905623,-74.01043382,41931,Subscriber,1992,1,19
2291,30:33.6,08:45.5,195,Liberty St & Broadway,40.70905623,-74.01043382,502,Henry St & Grand St,40.714211,-73.981095,41931,Subscriber,1963,1,20
161,09:53.5,12:34.9,502,Henry St & Grand St,40.714211,-73.981095,307,Canal St & Rutgers St,40.71427487,-73.98990025,41931,Subscriber,1973,1,21
454,29:48.6,37:22.7,307,Canal St & Rutgers St,40.71427487,-73.98990025,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,41931,Subscriber,1988,1,22
424,32:16.8,39:21.7,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,41931,Subscriber,1991,1,23
456,21:02.6,28:39.2,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,41931,Subscriber,1998,2,24
2526,26:03.5,08:09.8,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,247,Perry St & Bleecker St,40.73535398,-74.00483091,41931,Subscriber,1996,1,25
1783,18:31.3,48:14.9,247,Perry St & Bleecker St,40.73535398,-74.00483091,3105,N 15 St & Wythe Ave,40.724055,-73.955736,41931,Customer,1969,0,26
1942,36:49.9,09:12.4,3105,N 15 St & Wythe Ave,40.724055,-73.955736,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,41931,Subscriber,1970,1,27
723,55:27.8,07:31.2,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,295,Pike St & E Broadway,40.71406667,-73.99293911,41931,Subscriber,1990,2,28
95,50:35.1,52:10.9,295,Pike St & E Broadway,40.71406667,-73.99293911,307,Canal St & Rutgers St,40.71427487,-73.98990025,41931,Subscriber,1978,1,29
334,58:43.1,04:17.6,307,Canal St & Rutgers St,40.71427487,-73.98990025,320,Leonard St & Church St,40.717571,-74.005549,41931,Subscriber,1994,1,30
715,14:41.7,26:37.0,320,Leonard St & Church St,40.717571,-74.005549,346,Bank St & Hudson St,40.73652889,-74.00618026,41931,Subscriber,1978,1,31
281,29:17.4,33:59.1,346,Bank St & Hudson St,40.73652889,-74.00618026,334,W 20 St & 7 Ave,40.74238787,-73.99726235,41931,Subscriber,1990,1,32
593,36:15.7,46:09.0,334,W 20 St & 7 Ave,40.74238787,-73.99726235,465,Broadway & W 41 St,40.75513557,-73.98658032,41931,Subscriber,1988,1,33
647,11:37.2,22:24.6,465,Broadway & W 41 St,40.75513557,-73.98658032,482,W 15 St & 7 Ave,40.73935542,-73.99931783,41931,Subscriber,1986,1,34
229,08:00.4,11:49.7,482,W 15 St & 7 Ave,40.73935542,-73.99931783,3708,W 13 St & 5 Ave,40.735445,-73.99431,41931,Subscriber,1986,1,35
325,28:29.3,33:54.9,3708,W 13 St & 5 Ave,40.735445,-73.99431,250,Lafayette St & Jersey St,40.72456089,-73.99565293,41931,Subscriber,1973,1,36
826,39:59.2,53:45.9,250,Lafayette St & Jersey St,40.72456089,-73.99565293,325,E 19 St & 3 Ave,40.73624527,-73.98473765,41931,Subscriber,1957,2,37
449,07:58.7,15:28.2,325,E 19 St & 3 Ave,40.73624527,-73.98473765,526,E 33 St & 5 Ave,40.74765947,-73.98490707,41931,Subscriber,1991,1,38
756,52:28.5,05:04.5,526,E 33 St & 5 Ave,40.74765947,-73.98490707,515,W 43 St & 10 Ave,40.76009437,-73.99461843,41931,Subscriber,1949,1,39
329,10:40.9,16:10.7,515,W 43 St & 10 Ave,40.76009437,-73.99461843,500,Broadway & W 51 St,40.76228826,-73.98336183,41931,Subscriber,1983,1,40
246,42:28.5,46:35.1,500,Broadway & W 51 St,40.76228826,-73.98336183,72,W 52 St & 11 Ave,40.76727216,-73.99392888,41931,Subscriber,1982,1,41
208,05:53.9,09:22.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,478,11 Ave & W 41 St,40.76030096,-73.99884222,41931,Subscriber,1993,1,42
1286,15:50.3,37:17.0,478,11 Ave & W 41 St,40.76030096,-73.99884222,426,West St & Chambers St,40.71754834,-74.01322069,41931,Subscriber,2000,1,43
1418,50:13.5,13:52.2,426,West St & Chambers St,40.71754834,-74.01322069,3707,Lexington Ave & E 26 St,40.741459000000006,-73.983293,41931,Subscriber,1990,2,44
1737,31:05.7,00:03.5,3707,Lexington Ave & E 26 St,40.741459000000006,-73.983293,351,Front St & Maiden Ln,40.70530954,-74.00612572,41931,Subscriber,1998,2,45
353,18:35.7,24:29.4,351,Front St & Maiden Ln,40.70530954,-74.00612572,331,Pike St & Monroe St,40.71173107,-73.99193043,41931,Subscriber,1996,1,46
731,34:50.0,47:01.4,331,Pike St & Monroe St,40.71173107,-73.99193043,319,Fulton St & Broadway,40.711065999999995,-74.009447,41931,Subscriber,1975,1,47
169,56:58.9,59:48.8,319,Fulton St & Broadway,40.711065999999995,-74.009447,309,Murray St & West St,40.7149787,-74.013012,41931,Subscriber,1985,1,48
263,15:27.6,19:50.8,309,Murray St & West St,40.7149787,-74.013012,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,41931,Subscriber,1974,1,49
262,13:03.1,17:25.8,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,41931,Subscriber,1983,1,50
249,17:00.5,21:10.1,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,41931,Subscriber,1966,1,51
1565,33:33.4,59:38.8,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,422,W 59 St & 10 Ave,40.770513,-73.988038,41931,Subscriber,1968,1,52
1250,23:32.7,44:23.4,422,W 59 St & 10 Ave,40.770513,-73.988038,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,41931,Subscriber,1969,2,53
525,33:17.2,42:02.7,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,3496,1 Ave & E 110 St,40.7923272,-73.9383,41931,Subscriber,1993,2,54
1845,16:22.3,47:08.0,3496,1 Ave & E 110 St,40.7923272,-73.9383,3809,W 55 St & 6 Ave,40.763189000000004,-73.978434,41931,Subscriber,1996,2,55
755,48:25.5,01:01.2,3809,W 55 St & 6 Ave,40.763189000000004,-73.978434,448,W 37 St & 10 Ave,40.75660359,-73.9979009,41931,Subscriber,1996,2,56
523,45:58.2,54:41.3,448,W 37 St & 10 Ave,40.75660359,-73.9979009,3641,Broadway & W 25 St,40.74286877,-73.98918629,41931,Subscriber,1989,1,57
773,56:51.2,09:44.7,3641,Broadway & W 25 St,40.74286877,-73.98918629,432,E 7 St & Avenue A,40.72621788,-73.98379855,41931,Subscriber,1992,1,58
1307,19:07.9,40:55.4,432,E 7 St & Avenue A,40.72621788,-73.98379855,445,E 10 St & Avenue A,40.72740794,-73.98142006,41931,Subscriber,1972,1,59
642,48:02.5,58:44.7,445,E 10 St & Avenue A,40.72740794,-73.98142006,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,41931,Subscriber,1999,1,60
149,19:27.5,21:57.3,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,41931,Subscriber,1966,1,61
1440,30:50.7,54:51.4,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,41931,Subscriber,1991,2,62
792,49:31.3,02:43.7,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,3837,Broadway & Kosciuszko St,40.693290000000005,-73.92851999999999,41931,Subscriber,1967,1,63
936,09:49.8,25:26.1,3837,Broadway & Kosciuszko St,40.693290000000005,-73.92851999999999,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,41931,Subscriber,1985,2,64
318,16:31.7,21:49.9,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,437,Macon St & Nostrand Ave,40.68098339,-73.95004798,41931,Subscriber,1971,1,65
340,36:16.6,41:57.0,437,Macon St & Nostrand Ave,40.68098339,-73.95004798,289,Monroe St & Classon Ave,40.684568299999995,-73.95881081,41931,Subscriber,1988,2,66
492,55:10.8,03:23.1,289,Monroe St & Classon Ave,40.684568299999995,-73.95881081,3579,Sterling Pl & Bedford Ave,40.672695000000004,-73.954131,41931,Subscriber,1994,2,67
734,10:52.8,23:07.5,3579,Sterling Pl & Bedford Ave,40.672695000000004,-73.954131,3300,Prospect Park West & 8 St,40.66514682,-73.97637606,41931,Subscriber,1981,1,68
1669,23:35.3,51:24.3,3300,Prospect Park West & 8 St,40.66514682,-73.97637606,3571,Bedford Ave & Bergen St,40.676368,-73.95291800000001,41931,Subscriber,1981,1,69
1072,53:34.8,11:27.5,3571,Bedford Ave & Bergen St,40.676368,-73.95291800000001,389,Broadway & Berry St,40.71044554,-73.96525063,41931,Subscriber,1995,2,70
733,45:25.9,57:39.4,389,Broadway & Berry St,40.71044554,-73.96525063,3106,Driggs Ave & N Henry St,40.72325,-73.94308000000001,41931,Subscriber,1993,1,71
735,20:13.2,32:28.6,3106,Driggs Ave & N Henry St,40.72325,-73.94308000000001,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,41931,Subscriber,1993,1,72
435,01:26.1,08:41.1,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,41931,Subscriber,1989,1,73
323,07:15.5,12:38.5,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,3086,Graham Ave & Conselyea St,40.715143,-73.944507,41931,Subscriber,1990,1,74
155,20:41.5,23:17.4,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3430,Richardson St & N Henry St,40.71907891,-73.94223690000001,41931,Subscriber,1995,1,75
681,25:28.8,36:50.0,3430,Richardson St & N Henry St,40.71907891,-73.94223690000001,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,41931,Customer,1996,1,76
8622,51:57.1,15:40.0,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,3543,Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,41931,Subscriber,1984,2,77
1417,20:58.6,44:36.3,3543,Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,3369,E 82 St & East End Ave,40.7724607,-73.9468208,41931,Customer,1995,1,78
340,50:05.4,55:46.3,3369,E 82 St & East End Ave,40.7724607,-73.9468208,3370,E 78 St & 2 Ave,40.7727966,-73.95577801,41931,Subscriber,1989,1,79
397,46:43.6,53:21.4,3370,E 78 St & 2 Ave,40.7727966,-73.95577801,3141,1 Ave & E 68 St,40.76500525,-73.95818491,41931,Subscriber,1982,2,80
2771,40:25.2,26:36.7,3141,1 Ave & E 68 St,40.76500525,-73.95818491,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,41931,Subscriber,1989,1,81
1897,35:07.6,06:45.5,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,128,MacDougal St & Prince St,40.72710258,-74.00297088,41931,Subscriber,1964,2,82
793,08:10.1,21:23.2,128,MacDougal St & Prince St,40.72710258,-74.00297088,509,9 Ave & W 22 St,40.7454973,-74.00197139,41931,Subscriber,1967,2,83
766,37:18.2,50:05.0,509,9 Ave & W 22 St,40.7454973,-74.00197139,514,12 Ave & W 40 St,40.76087502,-74.00277668,41931,Subscriber,1971,1,84
1999,55:02.0,28:21.8,514,12 Ave & W 40 St,40.76087502,-74.00277668,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,41931,Subscriber,1971,1,85
1018,13:08.7,30:07.3,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,530,11 Ave & W 59 St,40.77149671,-73.99046034,41931,Customer,1994,1,86
1797,43:07.5,13:05.3,530,11 Ave & W 59 St,40.77149671,-73.99046034,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,41931,Subscriber,1992,1,87
929,22:13.4,37:43.0,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,496,E 16 St & 5 Ave,40.73726186,-73.99238967,41931,Subscriber,1989,1,88
263,36:24.9,40:48.6,496,E 16 St & 5 Ave,40.73726186,-73.99238967,2003,1 Ave & E 18 St,40.73381219,-73.98054421,41931,Subscriber,1973,1,89
200,24:41.5,28:02.1,2003,1 Ave & E 18 St,40.73381219,-73.98054421,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,41931,Subscriber,1986,1,90
492,41:39.9,49:52.1,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,492,W 33 St & 7 Ave,40.75019995,-73.99093085,41931,Subscriber,1994,1,91
277,59:03.7,03:41.1,492,W 33 St & 7 Ave,40.75019995,-73.99093085,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,41931,Customer,1999,2,92
224,20:06.7,23:50.7,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,505,6 Ave & W 33 St,40.74901271,-73.98848395,41931,Subscriber,1992,1,93
1601,26:06.9,52:47.9,492,W 33 St & 7 Ave,40.75019995,-73.99093085,3536,W 116 St & Broadway,40.8082,-73.9641,41931,Subscriber,1992,1,94
1213,52:09.7,12:23.5,3536,W 116 St & Broadway,40.8082,-73.9641,3457,E 58 St & Madison Ave,40.76302594,-73.97209525,41931,Subscriber,1984,1,95
642,53:35.0,04:17.8,3457,E 58 St & Madison Ave,40.76302594,-73.97209525,3798,W 40 St & 5 Ave,40.752269,-73.982079,41931,Subscriber,1989,1,96
404,13:18.7,20:03.4,3798,W 40 St & 5 Ave,40.752269,-73.982079,228,E 48 St & 3 Ave,40.7546011,-73.97187886,41931,Subscriber,1993,1,97
144,11:50.6,14:15.5,228,E 48 St & 3 Ave,40.7546011,-73.97187886,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,41931,Subscriber,1987,1,98
717,01:57.4,13:54.4,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,325,E 19 St & 3 Ave,40.73624527,-73.98473765,41931,Subscriber,1984,2,99
876,46:26.4,01:02.9,325,E 19 St & 3 Ave,40.73624527,-73.98473765,523,W 38 St & 8 Ave,40.75466591,-73.99138152,41931,Subscriber,1961,1,100
282,48:11.9,52:54.8,523,W 38 St & 8 Ave,40.75466591,-73.99138152,485,W 37 St & 5 Ave,40.75038009,-73.98338988,41931,Subscriber,1975,1,101
424,19:51.3,26:55.6,485,W 37 St & 5 Ave,40.75038009,-73.98338988,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,41931,Subscriber,1988,1,102
802,26:44.0,40:07.0,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,303,Mercer St & Spring St,40.72362738,-73.99949601,41931,Subscriber,1992,2,103
881,33:32.0,48:13.8,303,Mercer St & Spring St,40.72362738,-73.99949601,168,W 18 St & 6 Ave,40.73971301,-73.99456405,41931,Subscriber,1971,1,104
298,23:40.1,28:38.2,168,W 18 St & 6 Ave,40.73971301,-73.99456405,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,41931,Subscriber,1962,1,105
942,40:34.1,56:16.1,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,533,Broadway & W 38 St,40.75299641,-73.98721619,41931,Subscriber,1981,2,106
466,58:20.4,06:07.2,533,Broadway & W 38 St,40.75299641,-73.98721619,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,41931,Subscriber,1988,1,107
315,18:33.5,23:48.6,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,503,E 20 St & Park Ave,40.73827428,-73.98751968,41931,Subscriber,1988,1,108
499,36:27.2,44:46.8,503,E 20 St & Park Ave,40.73827428,-73.98751968,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,41931,Subscriber,1985,1,109
476,45:15.5,53:12.4,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,515,W 43 St & 10 Ave,40.76009437,-73.99461843,41931,Subscriber,1994,1,110
517,53:36.5,02:13.7,515,W 43 St & 10 Ave,40.76009437,-73.99461843,490,8 Ave & W 33 St,40.751551,-73.993934,41931,Subscriber,1980,1,111
2020,41:52.9,15:33.0,490,8 Ave & W 33 St,40.751551,-73.993934,3336,E 97 St & Madison Ave,40.787801,-73.953559,41931,Subscriber,1962,1,112
614,04:51.2,15:05.9,3336,E 97 St & Madison Ave,40.787801,-73.953559,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,41931,Subscriber,1987,2,113
588,45:17.8,55:06.3,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,3552,W 113 St & Broadway,40.805973,-73.964928,41931,Subscriber,1990,1,114
300,21:16.5,26:17.4,3552,W 113 St & Broadway,40.805973,-73.964928,3350,W 100 St & Broadway,40.797372100000004,-73.97041192,41931,Subscriber,1998,1,115
348,50:52.6,56:40.9,3350,W 100 St & Broadway,40.797372100000004,-73.97041192,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,41931,Subscriber,1977,1,116
2508,22:59.4,04:47.7,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,260,Broad St & Bridge St,40.70365182,-74.01167797,41931,Subscriber,1988,1,117
2230,21:36.0,58:46.9,260,Broad St & Bridge St,40.70365182,-74.01167797,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999999,41931,Subscriber,1983,2,118
245,51:17.3,55:22.6,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999999,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,41931,Subscriber,1988,1,119
544,00:21.8,09:26.0,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,41931,Subscriber,1961,1,120
821,58:47.0,12:28.9,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,127,Barrow St & Hudson St,40.73172428,-74.00674436,41931,Subscriber,1969,1,121
1100,28:31.4,46:51.8,127,Barrow St & Hudson St,40.73172428,-74.00674436,514,12 Ave & W 40 St,40.76087502,-74.00277668,41931,Subscriber,1957,1,122
830,56:42.0,10:32.5,514,12 Ave & W 40 St,40.76087502,-74.00277668,3158,W 63 St & Broadway,40.77163851,-73.98261428,41931,Subscriber,1985,1,123
272,08:13.0,12:45.1,3158,W 63 St & Broadway,40.77163851,-73.98261428,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,41931,Subscriber,1978,1,124
965,32:10.3,48:15.6,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,41931,Subscriber,1990,1,125
244,14:38.0,18:42.4,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,41931,Subscriber,1971,1,126
343,28:07.4,33:51.0,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,41931,Subscriber,1971,1,127
182,02:06.9,05:09.6,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,41931,Subscriber,1990,1,128
636,18:50.7,29:27.4,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,3295,Central Park W & W 96 St,40.791270000000004,-73.964839,41931,Subscriber,1988,1,129
446,45:39.3,53:06.2,3295,Central Park W & W 96 St,40.791270000000004,-73.964839,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,41931,Subscriber,1969,0,130
2077,49:15.0,23:52.5,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,303,Mercer St & Spring St,40.72362738,-73.99949601,41931,Subscriber,1988,2,131
665,36:05.7,47:10.8,303,Mercer St & Spring St,40.72362738,-73.99949601,426,West St & Chambers St,40.71754834,-74.01322069,41931,Subscriber,1988,2,132
687,04:08.8,15:36.2,426,West St & Chambers St,40.71754834,-74.01322069,238,Bank St & Washington St,40.7361967,-74.00859207,41931,Subscriber,1959,2,133
240,25:32.8,29:33.3,238,Bank St & Washington St,40.7361967,-74.00859207,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,41931,Subscriber,1987,1,134
810,36:37.6,50:08.6,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,474,5 Ave & E 29 St,40.7451677,-73.98683077,41931,Subscriber,1984,2,135
748,12:35.9,25:04.3,3255,8 Ave & W 31 St,40.75058535,-73.99468482,513,W 56 St & 10 Ave,40.768254,-73.988639,41931,Subscriber,1960,1,136
468,25:16.5,33:04.6,513,W 56 St & 10 Ave,40.768254,-73.988639,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,41931,Subscriber,1995,1,137
854,34:22.0,48:36.5,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,41931,Subscriber,1986,1,138
548,01:55.6,11:04.4,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,505,6 Ave & W 33 St,40.74901271,-73.98848395,41931,Subscriber,1976,1,139
496,19:15.3,27:31.4,505,6 Ave & W 33 St,40.74901271,-73.98848395,517,Pershing Square South,40.751581,-73.97791,41931,Subscriber,1970,1,140
342,15:28.7,21:11.2,517,Pershing Square South,40.751581,-73.97791,501,FDR Drive & E 35 St,40.744219,-73.97121214,41931,Subscriber,1980,1,141
839,00:05.3,14:04.6,501,FDR Drive & E 35 St,40.744219,-73.97121214,3814,E 56 St & Madison Ave,40.761573,-73.972628,41931,Subscriber,1962,1,142
540,11:31.6,20:31.7,3814,E 56 St & Madison Ave,40.761573,-73.972628,499,Broadway & W 60 St,40.76915505,-73.98191841,41931,Subscriber,1960,2,143
1447,27:13.9,51:21.0,499,Broadway & W 60 St,40.76915505,-73.98191841,3547,Broadway & Moylan Pl,40.8143256,-73.9590255,41931,Subscriber,1983,1,144
478,14:04.5,22:03.2,3547,Broadway & Moylan Pl,40.8143256,-73.9590255,3366,West End Ave & W 107 St,40.8021174,-73.96818053,41931,Subscriber,1997,1,145
2710,53:40.2,38:50.8,3366,West End Ave & W 107 St,40.8021174,-73.96818053,3314,W 95 St & Broadway,40.7937704,-73.971888,41931,Subscriber,1979,1,146
1585,04:30.9,30:56.6,3314,W 95 St & Broadway,40.7937704,-73.971888,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,41931,Subscriber,1988,1,147
335,20:36.9,26:12.5,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,3159,W 67 St & Broadway,40.77492513,-73.98266566,41931,Subscriber,1989,2,148
242,07:44.1,11:46.8,3159,W 67 St & Broadway,40.77492513,-73.98266566,422,W 59 St & 10 Ave,40.770513,-73.988038,41931,Subscriber,1964,1,149
284,52:07.4,56:51.6,422,W 59 St & 10 Ave,40.770513,-73.988038,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,41931,Subscriber,1983,1,150
1824,08:17.5,38:41.8,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,41931,Subscriber,1973,1,151
830,39:25.2,53:16.1,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,427,Bus Slip & State St,40.701907,-74.013942,41931,Subscriber,1973,1,152
158,20:39.9,23:18.5,427,Bus Slip & State St,40.701907,-74.013942,2008,Little West St & 1 Pl,40.70569254,-74.01677685,41931,Subscriber,1968,1,153
422,32:50.4,39:52.6,2008,Little West St & 1 Pl,40.70569254,-74.01677685,426,West St & Chambers St,40.71754834,-74.01322069,41931,Subscriber,1954,2,154
1013,41:02.9,57:55.9,426,West St & Chambers St,40.71754834,-74.01322069,3746,6 Ave & Broome St,40.72430832,-74.00473036,41931,Subscriber,1963,2,155
210,57:46.7,01:16.8,3746,6 Ave & Broome St,40.72430832,-74.00473036,368,Carmine St & 6 Ave,40.73038599,-74.00214988,41931,Subscriber,1974,1,156
408,20:19.6,27:07.8,368,Carmine St & 6 Ave,40.73038599,-74.00214988,251,Mott St & Prince St,40.72317958,-73.99480012,41931,Subscriber,1993,1,157
449,56:07.7,03:37.5,251,Mott St & Prince St,40.72317958,-73.99480012,461,E 20 St & 2 Ave,40.73587678,-73.98205027,41931,Subscriber,1990,2,158
431,49:13.4,56:25.3,461,E 20 St & 2 Ave,40.73587678,-73.98205027,470,W 20 St & 8 Ave,40.74345335,-74.00004031,41931,Subscriber,1988,1,159
1961,18:26.7,51:08.2,470,W 20 St & 8 Ave,40.74345335,-74.00004031,447,8 Ave & W 52 St,40.76370739,-73.9851615,41931,Subscriber,1966,2,160
